,US State Name,State_x,Month_x,Avg_temp,Density (Pop./ mi2),Population,sick death,all death
321,Michigan,MI,July,69.54444444444444,175.0,"9,922,576",96.975,1682.75
322,Minnesota,MN,July,69.30000000000001,68.0,"5,489,594",44.3,743.975
323,Mississippi,MS,July,81.3,63.0,"2,992,333",33.925,556.825
324,Missouri,MO,July,79.125,88.0,"6,083,672",60.95,1053.725
325,Montana,MT,July,69.09999999999998,7.0,"1,032,949",7.975,176.375
326,Nebraska,NE,July,75.22500000000002,24.0,"1,896,190",17.9,285.9
327,Nevada,NV,July,75.34,26.0,"2,890,845",24.75,412.1
328,New Hampshire,NH,July,59.55,148.0,"1,330,608",11.375,204.725
329,New Jersey,NJ,July,76.4,1218.0,"8,958,013",72.5,1286.15
330,New Mexico,NM,July,77.76666666666667,17.0,"2,085,109",17.15,310.8
331,New York,NY,July,73.03333333333333,420.0,"19,795,791",126.075,1761.125
332,North Carolina,NC,July,78.10000000000002,206.0,"10,042,802",104.5,1544.975
333,North Dakota,ND,July,70.19999999999999,10.0,"756,927",7.9,108.225
334,Ohio,OH,July,73.25,284.0,"11,614,373",124.2,2066.35
335,Oklahoma,OK,July,82.4,57.0,"3,911,338",49.725,702.475
336,Oregon,OR,July,67.62499999999999,41.0,"4,028,977",29.3,623.1
337,Pennsylvania,PA,July,73.9625,286.0,"12,802,503",123.8,2304.275
338,Rhode Island,RI,July,73.5,1021.0,"1,056,298",13.125,175.0
339,South Carolina,SC,July,81.6,162.0,"4,896,146",50.325,824.275
340,South Dakota,SD,July,72.65,11.0,"858,469",9.2,136.075
341,Tennessee,TN,July,78.83333333333333,160.0,"6,600,299",83.5,1186.875
342,Texas,TX,July,82.95238095238093,105.0,"27,469,114",209.925,3333.6
343,Utah,UT,July,76.55000000000003,36.0,"2,995,919",17.15,308.6
344,Vermont,VT,July,70.6,67.0,"626,042",6.85,100.175
345,Virginia,VA,July,77.725,212.0,"8,382,993",65.55,1158.425
346,Washington,WA,July,67.14285714285714,107.0,"7,170,351",58.425,960.95
347,West Virginia,WV,July,72.925,76.0,"1,844,128",28.45,398.75
348,Wisconsin,WI,July,71.47500000000002,106.0,"5,771,337",50.325,896.3
349,Wyoming,WY,July,70.075,6.0,"586,107",5.025,86.1
350,Alabama,AL,August,81.1,95.0,"4,858,979",51.4,915.1
351,Alaska,AK,August,53.25500000000002,1.0,"738,432",4.2,76.95
352,Arizona,AZ,August,82.08,60.0,"6,828,065",48.375,947.1
353,Arkansas,AR,August,82.2,57.0,"2,978,204",36.425,550.75
354,California,CA,August,71.075,251.0,"39,144,818",319.925,4489.75
355,Colorado,CO,August,70.55999999999997,52.0,"5,456,574",30.375,629.075
356,Connecticut,CT,August,72.94999999999997,741.0,"3,590,886",34.02777777777778,520.3611111111112
357,Delaware,DE,August,75.2,485.0,"945,934",8.975,152.5
358,Florida,FL,August,82.53846153846153,378.0,"20,271,272",172.6,3412.725
359,Georgia,GA,August,80.68333333333334,177.0,"10,214,860",69.85,1398.225
360,Hawaii,HI,August,78.575,222.0,"1,431,603",19.0,196.75
361,Idaho,ID,August,72.53333333333333,20.0,"1,654,930",10.525,233.725
362,Illinois,IL,August,73.16,231.0,"12,859,995",120.65,1893.325
363,Indiana,IN,August,73.39999999999998,184.0,"6,619,680",68.775,1102.55
364,Iowa,IA,August,71.325,55.0,"3,123,899",31.925,519.3
365,Kansas,KS,August,77.11999999999998,36.0,"2,911,641",28.325,464.0
366,Kentucky,KY,August,76.2,112.0,"4,425,092",59.55,815.75
367,Louisiana,LA,August,83.1,108.0,"4,670,724",36.7,784.45
368,Maine,ME,August,65.8,43.0,"1,329,328",14.725,243.475
369,Maryland,MD,August,75.1,618.0,"6,006,401",53.15,837.8
370,Massachusetts,MA,August,70.46666666666665,871.0,"6,794,422",71.525,983.85
371,Michigan,MI,August,68.12222222222222,175.0,"9,922,576",96.2,1669.7
372,Minnesota,MN,August,67.14,68.0,"5,489,594",44.275,746.825
373,Mississippi,MS,August,80.93333333333334,63.0,"2,992,333",33.125,562.9
374,Missouri,MO,August,78.0,88.0,"6,083,672",61.575,1052.975
375,Montana,MT,August,67.95,7.0,"1,032,949",8.775,169.125
376,Nebraska,NE,August,73.125,24.0,"1,896,190",19.175,290.9
377,Nevada,NV,August,73.34,26.0,"2,890,845",24.6,403.075
378,New Hampshire,NH,August,58.3,148.0,"1,330,608",12.725,203.625
379,New Jersey,NJ,August,75.06666666666666,1218.0,"8,958,013",70.075,1281.0
380,New Mexico,NM,August,76.06666666666666,17.0,"2,085,109",17.85,306.725
381,New York,NY,August,71.71111111111111,420.0,"19,795,791",120.5,1739.625
382,North Carolina,NC,August,76.91666666666666,206.0,"10,042,802",101.15,1542.475
383,North Dakota,ND,August,68.7,10.0,"756,927",7.7,110.425
384,Ohio,OH,August,71.77499999999998,284.0,"11,614,373",119.775,2039.65
385,Oklahoma,OK,August,82.05000000000003,57.0,"3,911,338",47.15,697.2
386,Oregon,OR,August,67.4625,41.0,"4,028,977",27.2,617.025
387,Pennsylvania,PA,August,72.38749999999997,286.0,"12,802,503",126.125,2296.725
388,Rhode Island,RI,August,72.3,1021.0,"1,056,298",13.475,170.925
389,South Carolina,SC,August,80.4,162.0,"4,896,146",46.525,817.775
390,South Dakota,SD,August,70.675,11.0,"858,469",9.8,135.175
391,Tennessee,TN,August,78.16666666666667,160.0,"6,600,299",79.925,1170.6
392,Texas,TX,August,82.87142857142857,105.0,"27,469,114",203.075,3311.075
393,Utah,UT,August,74.95,36.0,"2,995,919",16.1,303.925
394,Vermont,VT,August,68.8,67.0,"626,042",6.175,98.75
395,Virginia,VA,August,76.225,212.0,"8,382,993",63.15,1155.075
396,Washington,WA,August,67.02857142857142,107.0,"7,170,351",56.225,942.8
397,West Virginia,WV,August,71.975,76.0,"1,844,128",30.125,400.525
398,Wisconsin,WI,August,69.64999999999999,106.0,"5,771,337",50.325,901.4
399,Wyoming,WY,August,68.65,6.0,"586,107",4.425,82.725
400,Alabama,AL,September,75.8,95.0,"4,858,979",51.71794871794872,923.4358974358977
401,Alaska,AK,September,45.705,1.0,"738,432",4.333333333333333,77.74358974358974
402,Arizona,AZ,September,76.42,60.0,"6,828,065",52.846153846153854,948.2564102564104
403,Arkansas,AR,September,74.46666666666667,57.0,"2,978,204",38.05128205128205,556.5384615384615
404,California,CA,September,68.45,251.0,"39,144,818",330.46153846153845,4520.717948717948
405,Colorado,CO,September,62.02,52.0,"5,456,574",34.743589743589745,633.0512820512821
406,Connecticut,CT,September,65.30000000000001,741.0,"3,590,886",36.31428571428572,532.0285714285715
407,Delaware,DE,September,67.8,485.0,"945,934",8.666666666666666,149.3589743589744
408,Florida,FL,September,80.43846153846154,378.0,"20,271,272",177.3589743589744,3444.564102564103
409,Georgia,GA,September,75.14999999999998,177.0,"10,214,860",75.7948717948718,1408.1538461538462
410,Hawaii,HI,September,78.225,222.0,"1,431,603",20.46153846153846,201.53846153846158
411,Idaho,ID,September,62.83333333333334,20.0,"1,654,930",12.307692307692307,239.84615384615384
412,Illinois,IL,September,65.36,231.0,"12,859,995",125.10256410256409,1939.102564102564
413,Indiana,IN,September,66.1,184.0,"6,619,680",74.12820512820512,1115.8974358974358
414,Iowa,IA,September,63.0,55.0,"3,123,899",36.256410256410255,528.1794871794872
415,Kansas,KS,September,68.1,36.0,"2,911,641",31.256410256410252,471.41025641025635
416,Kentucky,KY,September,68.925,112.0,"4,425,092",64.17948717948718,821.4871794871794
417,Louisiana,LA,September,78.3,108.0,"4,670,724",38.74358974358975,785.6410256410257
418,Maine,ME,September,57.55,43.0,"1,329,328",15.153846153846152,250.35897435897442
419,Maryland,MD,September,67.8,618.0,"6,006,401",55.4102564102564,843.0769230769231
420,Massachusetts,MA,September,63.06666666666666,871.0,"6,794,422",72.48717948717949,991.4102564102564
421,Michigan,MI,September,60.43333333333333,175.0,"9,922,576",99.05128205128206,1704.5897435897436
422,Minnesota,MN,September,58.14,68.0,"5,489,594",48.07692307692307,777.974358974359
423,Mississippi,MS,September,75.06666666666666,63.0,"2,992,333",36.17948717948718,564.5128205128206
424,Missouri,MO,September,69.30000000000001,88.0,"6,083,672",66.23076923076923,1059.4358974358977
425,Montana,MT,September,57.33333333333332,7.0,"1,032,949",9.820512820512821,171.53846153846158
426,Nebraska,NE,September,63.85,24.0,"1,896,190",20.384615384615387,292.7179487179488
427,Nevada,NV,September,64.44,26.0,"2,890,845",24.051282051282055,405.05128205128204
428,New Hampshire,NH,September,50.8,148.0,"1,330,608",12.487179487179489,212.61538461538458
429,New Jersey,NJ,September,68.16666666666667,1218.0,"8,958,013",72.1794871794872,1293.5641025641025
430,New Mexico,NM,September,69.03333333333333,17.0,"2,085,109",20.641025641025642,314.5897435897436
431,New York,NY,September,64.25555555555555,420.0,"19,795,791",123.1794871794872,1763.9230769230771
432,North Carolina,NC,September,71.03333333333335,206.0,"10,042,802",104.6153846153846,1565.820512820513
433,North Dakota,ND,September,57.8,10.0,"756,927",9.051282051282053,113.1794871794872
434,Ohio,OH,September,64.55,284.0,"11,614,373",128.53846153846158,2068.051282051282
435,Oklahoma,OK,September,73.4,57.0,"3,911,338",48.07692307692307,696.2307692307692
436,Oregon,OR,September,61.675,41.0,"4,028,977",27.56410256410257,621.7435897435898
437,Pennsylvania,PA,September,64.775,286.0,"12,802,503",132.33333333333334,2340.076923076923
438,Rhode Island,RI,September,64.7,1021.0,"1,056,298",12.282051282051285,175.61538461538458
439,South Carolina,SC,September,74.9,162.0,"4,896,146",51.66666666666666,832.1282051282051
440,South Dakota,SD,September,60.675,11.0,"858,469",11.410256410256409,138.82051282051282
441,Tennessee,TN,September,71.33333333333333,160.0,"6,600,299",83.76923076923076,1190.4102564102566
442,Texas,TX,September,76.64285714285714,105.0,"27,469,114",213.35897435897442,3307.230769230769
443,Utah,UT,September,64.65,36.0,"2,995,919",18.025641025641026,304.3076923076923
444,Vermont,VT,September,60.5,67.0,"626,042",6.871794871794871,102.92307692307692
445,Virginia,VA,September,69.5,212.0,"8,382,993",64.7948717948718,1159.051282051282
446,Washington,WA,September,60.7,107.0,"7,170,351",58.17948717948718,953.5128205128206
447,West Virginia,WV,September,65.07499999999999,76.0,"1,844,128",30.30769230769231,410.05128205128204
448,Wisconsin,WI,September,61.525,106.0,"5,771,337",54.53846153846154,920.1538461538463
449,Wyoming,WY,September,58.25,6.0,"586,107",5.846153846153847,84.7948717948718
450,Alabama,AL,October,65.5,95.0,"4,858,979",54.46666666666667,934.7333333333332
451,Alaska,AK,October,32.265,1.0,"738,432",5.022222222222221,78.33333333333333
452,Arizona,AZ,October,64.9,60.0,"6,828,065",53.35555555555555,950.8
453,Arkansas,AR,October,63.43333333333334,57.0,"2,978,204",40.57777777777777,568.2
454,California,CA,October,62.50625,251.0,"39,144,818",353.4888888888889,4590.955555555554
455,Colorado,CO,October,49.64,52.0,"5,456,574",38.888888888888886,664.6888888888889
456,Connecticut,CT,October,53.65,741.0,"3,590,886",37.875,563.8
457,Delaware,DE,October,56.2,485.0,"945,934",9.444444444444443,158.04444444444445
458,Florida,FL,October,74.6,378.0,"20,271,272",185.64444444444442,3476.3111111111107
459,Georgia,GA,October,65.26666666666667,177.0,"10,214,860",76.04444444444445,1412.2444444444445
460,Hawaii,HI,October,77.15,222.0,"1,431,603",18.0,190.13333333333333
461,Idaho,ID,October,50.53333333333333,20.0,"1,654,930",14.133333333333333,239.48888888888888
462,Illinois,IL,October,53.3,231.0,"12,859,995",136.2,1981.6444444444446
463,Indiana,IN,October,54.275,184.0,"6,619,680",78.8,1143.111111111111
464,Iowa,IA,October,50.625,55.0,"3,123,899",39.6,553.4444444444445
465,Kansas,KS,October,55.74,36.0,"2,911,641",33.86666666666667,484.4666666666666
466,Kentucky,KY,October,58.02500000000001,112.0,"4,425,092",65.84444444444446,839.3333333333335
467,Louisiana,LA,October,69.175,108.0,"4,670,724",38.177777777777784,790.0666666666667
468,Maine,ME,October,46.05,43.0,"1,329,328",16.88888888888889,261.1111111111111
469,Maryland,MD,October,56.1,618.0,"6,006,401",62.31111111111111,876.4
470,Massachusetts,MA,October,51.86666666666667,871.0,"6,794,422",82.6,1044.5111111111114
471,Michigan,MI,October,48.76666666666667,175.0,"9,922,576",110.86666666666666,1760.2888888888888
472,Minnesota,MN,October,45.46,68.0,"5,489,594",53.86666666666667,810.1555555555556
473,Mississippi,MS,October,64.43333333333334,63.0,"2,992,333",35.31111111111111,562.9777777777778
474,Missouri,MO,October,57.7,88.0,"6,083,672",70.35555555555554,1087.911111111111
475,Montana,MT,October,45.15000000000001,7.0,"1,032,949",10.6,179.8
476,Nebraska,NE,October,50.9375,24.0,"1,896,190",23.4,298.8
477,Nevada,NV,October,52.54,26.0,"2,890,845",24.2,400.53333333333336
478,New Hampshire,NH,October,39.2,148.0,"1,330,608",14.155555555555555,221.04444444444442
479,New Jersey,NJ,October,57.13333333333333,1218.0,"8,958,013",75.66666666666667,1336.6444444444444
480,New Mexico,NM,October,57.8,17.0,"2,085,109",20.555555555555557,321.2
481,New York,NY,October,52.94444444444446,420.0,"19,795,791",138.4,1833.9777777777774
482,North Carolina,NC,October,61.06666666666666,206.0,"10,042,802",115.14634146341464,1591.1707317073171
483,North Dakota,ND,October,44.1,10.0,"756,927",10.955555555555556,117.62222222222222
484,Ohio,OH,October,53.1125,284.0,"11,614,373",140.02222222222218,2116.0
485,Oklahoma,OK,October,61.8,57.0,"3,911,338",53.53333333333333,710.4666666666667
486,Oregon,OR,October,52.075,41.0,"4,028,977",33.46666666666667,638.8222222222222
487,Pennsylvania,PA,October,53.3875,286.0,"12,802,503",145.73333333333332,2421.288888888889
488,Rhode Island,RI,October,53.6,1021.0,"1,056,298",13.533333333333333,180.95555555555558
489,South Carolina,SC,October,65.3,162.0,"4,896,146",54.755555555555546,854.2888888888889
490,South Dakota,SD,October,47.175,11.0,"858,469",13.488888888888885,148.68888888888893
491,Tennessee,TN,October,60.26666666666666,160.0,"6,600,299",89.86666666666666,1208.088888888889
492,Texas,TX,October,67.49523809523811,105.0,"27,469,114",227.35555555555558,3383.3111111111107
493,Utah,UT,October,51.9,36.0,"2,995,919",19.977777777777774,310.06666666666666
494,Vermont,VT,October,48.1,67.0,"626,042",7.111111111111112,105.82222222222221
495,Virginia,VA,October,58.925,212.0,"8,382,993",71.31111111111113,1196.6666666666667
496,Washington,WA,October,50.957142857142856,107.0,"7,170,351",69.2,992.3777777777775
497,West Virginia,WV,October,54.375,76.0,"1,844,128",32.822222222222216,405.8222222222222
498,Wisconsin,WI,October,49.375,106.0,"5,771,337",58.33333333333334,967.8666666666667
499,Wyoming,WY,October,45.65,6.0,"586,107",6.177777777777778,87.64444444444445
500,Alabama,AL,November,55.9,95.0,"4,858,979",58.26829268292683,958.829268292683
501,Alaska,AK,November,19.610000000000007,1.0,"738,432",4.926829268292684,78.73170731707317
502,Arizona,AZ,November,53.31999999999999,60.0,"6,828,065",57.73170731707317,977.390243902439
503,Arkansas,AR,November,52.33333333333334,57.0,"2,978,204",43.75609756097561,583.5365853658536
504,California,CA,November,54.58749999999999,251.0,"39,144,818",397.8780487804878,4766.487804878048
505,Colorado,CO,November,36.84,52.0,"5,456,574",38.90243902439025,661.780487804878
506,Connecticut,CT,November,44.45,741.0,"3,590,886",41.8974358974359,576.9487179487179
507,Delaware,DE,November,46.6,485.0,"945,934",8.78048780487805,158.68292682926833
508,Florida,FL,November,67.55384615384615,378.0,"20,271,272",193.2682926829268,3504.9268292682927
509,Georgia,GA,November,56.23333333333333,177.0,"10,214,860",86.70731707317074,1456.7073170731708
510,Hawaii,HI,November,75.125,222.0,"1,431,603",19.87804878048781,195.0975609756097
511,Idaho,ID,November,38.466666666666654,20.0,"1,654,930",15.414634146341465,241.6341463414634
512,Illinois,IL,November,40.78,231.0,"12,859,995",141.5609756097561,2003.780487804878
513,Indiana,IN,November,43.125,184.0,"6,619,680",79.60975609756099,1150.7560975609756
514,Iowa,IA,November,36.575,55.0,"3,123,899",41.90243902439025,563.9268292682926
515,Kansas,KS,November,42.52,36.0,"2,911,641",34.26829268292683,491.0731707317073
516,Kentucky,KY,November,47.575,112.0,"4,425,092",69.1951219512195,841.9512195121953
517,Louisiana,LA,November,60.125,108.0,"4,670,724",43.3170731707317,812.2926829268292
518,Maine,ME,November,35.45,43.0,"1,329,328",16.829268292682926,263.6829268292683
519,Maryland,MD,November,46.5,618.0,"6,006,401",61.463414634146346,886.2682926829268
520,Massachusetts,MA,November,42.23333333333333,871.0,"6,794,422",85.6829268292683,1057.3902439024394
521,Michigan,MI,November,37.76666666666667,175.0,"9,922,576",113.85365853658536,1761.658536585366
522,Minnesota,MN,November,30.44,68.0,"5,489,594",54.19512195121951,805.0
523,Mississippi,MS,November,54.63333333333333,63.0,"2,992,333",40.73170731707317,578.0975609756098
524,Missouri,MO,November,45.675,88.0,"6,083,672",72.24390243902441,1092.0243902439024
525,Montana,MT,November,32.666666666666664,7.0,"1,032,949",10.390243902439023,175.2439024390244
526,Nebraska,NE,November,36.9875,24.0,"1,896,190",22.34146341463415,308.3414634146341
527,Nevada,NV,November,40.86,26.0,"2,890,845",27.853658536585368,415.0
528,New Hampshire,NH,November,29.5,148.0,"1,330,608",14.926829268292684,217.0975609756097
529,New Jersey,NJ,November,47.66666666666666,1218.0,"8,958,013",81.21951219512195,1370.9512195121954
530,New Mexico,NM,November,45.93333333333334,17.0,"2,085,109",23.121951219512194,319.63414634146335
531,New York,NY,November,43.155555555555566,420.0,"19,795,791",144.53658536585363,1868.3658536585365
532,North Carolina,NC,November,52.15,206.0,"10,042,802",125.3846153846154,1639.4871794871797
533,North Dakota,ND,November,27.8,10.0,"756,927",9.219512195121949,118.17073170731709
534,Ohio,OH,November,42.7,284.0,"11,614,373",146.97560975609755,2109.9756097560976
535,Oklahoma,OK,November,50.2,57.0,"3,911,338",56.19512195121951,723.829268292683
536,Oregon,OR,November,42.9875,41.0,"4,028,977",37.195121951219505,648.7073170731708
537,Pennsylvania,PA,November,43.4625,286.0,"12,802,503",148.21951219512198,2436.926829268293
538,Rhode Island,RI,November,44.5,1021.0,"1,056,298",14.1,181.55
539,South Carolina,SC,November,56.575,162.0,"4,896,146",58.80487804878049,868.3414634146343
540,South Dakota,SD,November,32.25,11.0,"858,469",12.0,143.65853658536585
541,Tennessee,TN,November,49.86666666666667,160.0,"6,600,299",96.75609756097559,1225.0487804878046
542,Texas,TX,November,56.94285714285714,105.0,"27,469,114",244.19512195121948,3426.2195121951213
543,Utah,UT,November,38.9,36.0,"2,995,919",21.756097560975608,310.1219512195122
544,Vermont,VT,November,38.2,67.0,"626,042",8.55,105.75
545,Virginia,VA,November,49.55,212.0,"8,382,993",75.58536585365853,1191.121951219512
546,Washington,WA,November,42.02857142857143,107.0,"7,170,351",72.92682926829268,1002.6829268292682
547,West Virginia,WV,November,44.90000000000001,76.0,"1,844,128",34.0,427.2051282051282
548,Wisconsin,WI,November,36.425,106.0,"5,771,337",59.609756097560975,963.5365853658536
549,Wyoming,WY,November,33.5,6.0,"586,107",6.390243902439026,89.6829268292683
550,Alabama,AL,December,47.775,95.0,"4,858,979",73.26470588235293,1042.5
551,Alaska,AK,December,14.860000000000005,1.0,"738,432",5.470588235294118,82.58823529411767
552,Arizona,AZ,December,45.24,60.0,"6,828,065",69.08823529411765,1025.6764705882354
553,Arkansas,AR,December,42.46666666666667,57.0,"2,978,204",54.558823529411775,625.6470588235294
554,California,CA,December,48.90000000000001,251.0,"39,144,818",462.9411764705882,5103.911764705882
555,Colorado,CO,December,27.26,52.0,"5,456,574",47.79411764705882,696.6470588235294
556,Connecticut,CT,December,33.95,741.0,"3,590,886",44.38235294117647,599.4411764705882
557,Delaware,DE,December,36.7,485.0,"945,934",10.529411764705884,168.82352941176467
558,Florida,FL,December,61.65384615384616,378.0,"20,271,272",217.88235294117646,3670.2941176470586
559,Georgia,GA,December,48.06666666666666,177.0,"10,214,860",105.61764705882355,1570.5
560,Hawaii,HI,December,72.77499999999998,222.0,"1,431,603",23.264705882352942,203.5
561,Idaho,ID,December,29.633333333333336,20.0,"1,654,930",16.61764705882353,247.55882352941174
562,Illinois,IL,December,27.74,231.0,"12,859,995",166.41176470588238,2147.5
563,Indiana,IN,December,31.3,184.0,"6,619,680",99.55882352941177,1234.5588235294115
564,Iowa,IA,December,23.05,55.0,"3,123,899",48.11764705882353,596.9705882352941
565,Kansas,KS,December,31.72,36.0,"2,911,641",40.147058823529406,519.2941176470588
566,Kentucky,KY,December,37.2,112.0,"4,425,092",84.97058823529412,914.0882352941176
567,Louisiana,LA,December,52.675,108.0,"4,670,724",55.70588235294117,875.7941176470587
568,Maine,ME,December,23.5,43.0,"1,329,328",19.764705882352946,269.5
569,Maryland,MD,December,36.7,618.0,"6,006,401",69.82352941176471,929.2352941176473
570,Massachusetts,MA,December,31.8,871.0,"6,794,422",92.82352941176471,1095.8235294117646
571,Michigan,MI,December,26.666666666666664,175.0,"9,922,576",124.91176470588236,1845.9411764705883
572,Minnesota,MN,December,15.960000000000004,68.0,"5,489,594",62.029411764705884,840.4411764705882
573,Mississippi,MS,December,46.66666666666666,63.0,"2,992,333",48.470588235294116,626.0
574,Missouri,MO,December,33.95,88.0,"6,083,672",88.02941176470587,1177.4117647058827
575,Montana,MT,December,22.66666666666667,7.0,"1,032,949",12.970588235294118,185.64705882352942
576,Nebraska,NE,December,25.5,24.0,"1,896,190",25.911764705882355,320.35294117647067
577,Nevada,NV,December,32.540000000000006,26.0,"2,890,845",33.20588235294117,430.7352941176471
578,New Hampshire,NH,December,18.45,148.0,"1,330,608",16.323529411764707,220.61764705882354
579,New Jersey,NJ,December,37.86666666666667,1218.0,"8,958,013",89.08823529411767,1445.3823529411764
580,New Mexico,NM,December,37.16666666666666,17.0,"2,085,109",26.558823529411764,342.61764705882354
581,New York,NY,December,32.7,420.0,"19,795,791",159.58823529411762,1983.3235294117649
582,North Carolina,NC,December,43.68333333333334,206.0,"10,042,802",145.82352941176467,1733.0588235294117
583,North Dakota,ND,December,13.925,10.0,"756,927",10.676470588235292,121.85294117647058
584,Ohio,OH,December,31.475,284.0,"11,614,373",171.7647058823529,2267.8529411764707
585,Oklahoma,OK,December,39.6,57.0,"3,911,338",66.14705882352939,772.4117647058823
586,Oregon,OR,December,37.075,41.0,"4,028,977",44.20588235294117,686.8235294117648
587,Pennsylvania,PA,December,33.025,286.0,"12,802,503",171.2352941176471,2617.382352941177
588,Rhode Island,RI,December,34.3,1021.0,"1,056,298",17.470588235294116,198.35294117647058
589,South Carolina,SC,December,48.52500000000001,162.0,"4,896,146",69.61764705882354,920.4411764705884
590,South Dakota,SD,December,19.75,11.0,"858,469",13.529411764705882,149.67647058823533
591,Tennessee,TN,December,40.81666666666667,160.0,"6,600,299",116.17647058823529,1307.7058823529412
592,Texas,TX,December,48.31428571428571,105.0,"27,469,114",302.5588235294117,3715.6764705882347
593,Utah,UT,December,29.05,36.0,"2,995,919",24.911764705882355,326.64705882352933
594,Vermont,VT,December,25.8,67.0,"626,042",9.5,111.02941176470587
595,Virginia,VA,December,40.425,212.0,"8,382,993",88.26470588235294,1287.2647058823532
596,Washington,WA,December,35.72857142857143,107.0,"7,170,351",81.0,1032.6764705882354
597,West Virginia,WV,December,35.275,76.0,"1,844,128",39.70588235294117,443.5294117647058
598,Wisconsin,WI,December,23.15,106.0,"5,771,337",69.94117647058823,1015.6176470588236
599,Wyoming,WY,December,24.375,6.0,"586,107",7.0588235294117645,90.61764705882355
